bond_id,trade_date,trade_price,yield,quantity,buyer_type
BOND0569,2024-06-04,95.61,2.75,39,Institutional
BOND0569,2024-09-22,96.62,2.66,11,Institutional
BOND0569,2024-10-05,96.0,2.79,43,Institutional
BOND1911,2020-03-27,113.53,3.2,19,Institutional
BOND1911,2021-07-09,112.61,3.29,9,Retail
BOND1911,2021-09-08,110.93,3.35,31,Institutional
BOND1911,2022-08-27,104.23,3.58,12,Institutional
BOND0014,2021-08-13,95.27,3.6,31,Institutional
BOND0014,2024-03-05,90.1,3.74,34,Institutional
BOND0344,2021-08-14,103.59,3.53,22,Institutional
BOND0344,2021-08-24,105.17,3.42,33,Institutional
BOND0344,2022-06-08,99.83,3.6,81,Municipal
BOND0344,2023-01-18,99.92,3.62,4,Retail
BOND0344,2023-04-16,98.69,3.62,18,Institutional
BOND0344,2023-09-15,100.57,3.71,5,Institutional
BOND0344,2023-12-16,99.04,3.53,35,Institutional
BOND0344,2024-11-14,99.17,3.56,38,Institutional
BOND0917,2020-07-23,101.81,3.35,80,Municipal
BOND0917,2021-10-28,103.69,3.15,3,Retail
BOND0917,2024-09-13,95.33,3.42,9,Retail
BOND0501,2020-01-18,99.14,5.18,7,Retail
BOND0501,2020-10-16,95.69,5.19,37,Institutional
BOND0501,2022-05-19,90.95,5.52,21,Institutional
BOND1206,2021-01-08,107.36,1.69,44,Institutional
BOND1206,2021-11-23,106.32,1.53,6,Retail
BOND1206,2022-01-12,100.03,1.67,6,Retail
BOND1206,2023-06-07,101.12,1.8,24,Institutional
BOND1206,2024-09-09,99.6,1.76,45,Institutional
BOND0082,2020-09-15,93.7,2.01,1,Retail
BOND0082,2021-02-26,94.97,2.07,9,Retail
BOND0082,2021-08-02,98.32,2.05,12,Institutional
BOND0082,2022-07-01,85.87,2.35,6,Retail
BOND0082,2022-12-23,88.73,2.25,18,Institutional
BOND0082,2023-01-23,87.61,2.2,3,Retail
BOND0082,2024-09-29,87.43,2.26,31,Institutional
BOND0038,2020-03-05,112.16,2.86,9,Retail
BOND0038,2020-05-27,101.04,2.97,48,Institutional
BOND0038,2021-07-17,102.91,3.07,14,Institutional
BOND1243,2021-11-17,111.1,3.89,19,Institutional
BOND1243,2021-11-20,112.1,3.94,7,Retail
BOND1243,2022-02-18,108.89,4.05,10,Institutional
BOND1243,2022-06-21,110.27,3.92,25,Institutional
BOND1243,2023-01-29,105.56,4.08,6,Retail
BOND1243,2023-11-08,104.01,4.13,16,Institutional
BOND1243,2024-08-27,105.04,4.19,29,Institutional
BOND1243,2024-10-25,104.44,4.11,29,Institutional
BOND0497,2022-02-24,106.38,3.33,5,Retail
BOND0497,2022-07-26,104.86,3.48,7,Retail
BOND0497,2023-06-10,104.37,3.39,4,Retail
BOND0497,2024-03-23,105.24,3.35,34,Institutional
BOND1932,2020-07-14,115.0,4.04,6,Retail
BOND1932,2020-12-07,113.59,4.11,4,Retail
BOND1932,2021-10-07,115.0,4.09,49,Municipal
BOND0273,2020-08-05,100.57,4.55,11,Municipal
BOND0273,2020-11-08,99.43,4.47,34,Institutional
BOND0273,2022-07-14,94.43,4.86,45,Institutional
BOND0273,2023-09-25,94.51,4.59,32,Institutional
BOND0273,2024-05-30,92.54,4.72,49,Institutional
BOND1616,2020-02-16,102.07,3.56,45,Institutional
BOND1616,2023-09-20,97.45,3.77,49,Institutional
BOND1616,2023-12-10,94.04,3.86,44,Institutional
BOND1616,2024-07-22,96.25,3.72,1,Retail
BOND0243,2020-04-18,92.31,2.83,48,Institutional
BOND0243,2024-04-27,89.7,2.81,34,Institutional
BOND0753,2023-07-24,99.7,3.96,37,Institutional
BOND0753,2023-07-25,100.23,4.0,4,Retail
BOND0753,2023-09-09,99.59,4.04,11,Institutional
BOND0753,2023-12-17,99.05,3.98,4,Retail
BOND0753,2024-03-09,101.39,3.95,4,Retail
BOND0753,2024-06-11,100.35,3.92,15,Institutional
BOND0753,2024-11-26,102.23,4.06,84,Municipal
BOND1419,2022-04-29,110.92,4.21,8,Retail
BOND1419,2023-03-16,105.98,4.36,12,Institutional
BOND1419,2023-12-02,102.91,4.44,2,Retail
BOND1419,2023-12-27,103.33,4.6,34,Institutional
BOND0820,2020-01-01,100.26,4.03,16,Institutional
BOND0820,2020-01-19,99.66,3.82,3,Retail
BOND0820,2020-01-24,101.83,3.73,26,Institutional
BOND0820,2020-01-27,97.77,3.91,50,Institutional
BOND1822,2021-02-17,98.66,4.86,7,Retail
BOND1822,2022-05-14,93.61,4.93,11,Institutional
BOND1822,2023-11-19,88.83,5.3,23,Institutional
BOND1822,2024-04-30,88.37,5.24,23,Institutional
BOND0858,2020-03-19,107.82,2.98,7,Retail
BOND0858,2020-07-25,110.69,2.83,37,Institutional
BOND0858,2020-11-28,106.58,2.94,28,Institutional
BOND1426,2020-01-16,94.5,2.31,35,Institutional
BOND1426,2020-09-01,101.73,2.13,24,Institutional
BOND1426,2020-10-06,105.16,2.09,7,Institutional
BOND1426,2021-02-03,101.74,2.17,7,Retail
BOND1426,2021-04-06,105.33,2.15,25,Institutional
BOND1426,2022-01-18,96.1,2.31,27,Institutional
BOND1426,2022-05-01,96.14,2.36,34,Institutional
BOND0507,2020-11-21,101.59,4.85,9,Retail
BOND0507,2021-03-10,103.01,4.6,17,Institutional
BOND0507,2021-10-29,109.11,4.75,34,Institutional
BOND0507,2023-02-11,97.41,4.9,10,Retail
BOND0537,2020-05-17,92.75,3.01,7,Retail
BOND0537,2020-06-22,95.95,3.04,60,Municipal
BOND1078,2020-01-10,101.25,6.1,15,Institutional
BOND1078,2020-05-29,98.54,6.09,5,Retail
BOND1078,2023-01-08,95.02,6.39,9,Institutional
BOND1078,2023-01-22,94.69,6.16,2,Retail
BOND0285,2021-07-23,107.47,3.77,2,Retail
BOND0285,2023-07-21,101.64,3.93,9,Institutional
BOND0213,2020-01-19,103.22,3.03,13,Institutional
BOND0213,2020-02-04,104.34,2.99,6,Retail
BOND0213,2020-06-03,112.14,2.72,47,Institutional
BOND0213,2020-11-22,108.96,2.81,7,Retail
BOND0213,2021-06-20,105.74,2.79,8,Retail
BOND0213,2021-06-26,108.28,2.88,32,Institutional
BOND0213,2023-01-23,98.85,3.23,45,Institutional
BOND0213,2023-05-13,99.52,3.14,35,Institutional
BOND1043,2020-01-18,97.69,3.74,31,Institutional
BOND1043,2020-03-28,96.65,3.97,11,Institutional
BOND1043,2021-01-18,94.84,4.03,7,Retail
BOND1043,2021-07-02,95.71,3.8,5,Institutional
BOND1043,2022-04-06,89.28,4.03,4,Retail
BOND1043,2022-08-01,85.0,4.14,74,Municipal
BOND0167,2022-07-12,94.47,3.32,36,Institutional
BOND0167,2022-10-12,101.81,3.19,10,Retail
BOND0167,2022-11-11,96.7,3.49,21,Institutional
BOND0167,2023-08-03,96.9,3.35,43,Institutional
BOND1981,2020-03-21,107.33,2.88,26,Institutional
BOND1981,2020-03-26,114.01,2.77,17,Institutional
BOND1981,2021-03-21,114.07,2.76,20,Institutional
BOND1981,2021-03-27,111.35,2.83,2,Retail
BOND1981,2021-06-18,115.0,2.71,50,Institutional
BOND1981,2021-06-20,112.63,2.85,3,Retail
BOND1981,2021-07-29,115.0,2.6,12,Institutional
BOND0108,2022-01-15,98.83,3.5,32,Institutional
BOND0108,2022-02-24,99.44,3.6,29,Institutional
BOND0108,2022-03-14,98.73,3.49,14,Institutional
BOND0108,2022-07-15,94.08,3.55,47,Institutional
BOND0108,2022-08-07,94.78,3.83,35,Institutional
BOND0108,2024-08-13,93.07,3.75,3,Retail
BOND0811,2023-04-13,94.67,4.39,45,Institutional
BOND0811,2023-08-27,99.08,4.21,10,Retail
BOND0811,2023-11-13,94.6,4.46,9,Institutional
BOND0811,2024-10-06,94.05,4.41,27,Institutional
BOND0572,2020-01-12,108.16,1.8,21,Institutional
BOND0572,2020-08-12,109.07,1.67,1,Retail
BOND0572,2020-11-01,113.1,1.62,27,Institutional
BOND0572,2020-11-08,112.87,1.58,31,Institutional
BOND0572,2020-11-19,104.04,1.92,12,Institutional
BOND0572,2021-03-30,109.04,1.59,28,Institutional
BOND0572,2021-06-06,110.22,1.89,4,Retail
BOND0084,2022-10-24,105.34,4.8,74,Municipal
BOND0084,2022-10-28,106.87,4.85,4,Retail
BOND0084,2023-07-18,100.0,5.1,2,Retail
BOND0084,2024-02-03,100.27,4.89,32,Institutional
BOND0084,2024-09-05,100.21,5.07,37,Institutional
BOND0084,2024-11-05,100.28,5.2,38,Institutional
BOND0051,2020-04-23,110.75,1.98,21,Institutional
BOND0051,2021-08-01,109.5,1.99,9,Retail
BOND0051,2023-04-14,99.81,2.2,40,Institutional
BOND0051,2023-05-07,101.14,2.25,23,Institutional
BOND0051,2023-06-10,101.6,2.15,9,Institutional
BOND0051,2023-07-13,99.59,2.23,17,Institutional
BOND0051,2023-08-31,102.2,2.15,9,Institutional
BOND0051,2024-06-26,101.7,2.16,32,Institutional
BOND1539,2022-09-03,100.47,3.53,13,Institutional
BOND1539,2023-09-29,106.51,3.23,67,Municipal
BOND1539,2024-05-23,105.75,3.33,8,Retail
BOND1615,2022-08-11,103.62,3.57,5,Institutional
BOND1615,2022-11-27,101.86,3.64,10,Retail
BOND1615,2023-01-29,98.58,3.78,94,Municipal
BOND1615,2023-09-29,101.27,3.81,34,Municipal
BOND0450,2020-03-22,108.11,5.04,5,Retail
BOND0450,2020-12-21,110.01,4.78,10,Institutional
BOND0450,2022-03-07,103.85,5.01,4,Retail
BOND0450,2022-06-18,102.7,5.16,7,Retail
BOND1128,2022-01-20,100.36,4.4,38,Institutional
BOND1128,2022-06-19,102.11,4.41,2,Retail
BOND1128,2022-08-13,98.63,4.49,9,Retail
BOND1128,2023-08-22,100.21,4.53,26,Municipal
BOND1128,2024-02-27,96.23,4.59,26,Institutional
BOND1128,2024-06-23,97.99,4.5,23,Institutional
BOND1128,2024-07-03,97.41,4.63,4,Retail
BOND1458,2020-07-14,111.32,3.86,44,Institutional
BOND1458,2020-07-20,109.19,3.96,30,Institutional
BOND1458,2021-08-29,107.3,3.97,7,Institutional
BOND1528,2020-12-01,94.53,2.85,7,Retail
BOND1528,2021-11-22,96.11,2.69,11,Institutional
BOND1528,2024-04-26,89.05,3.07,29,Institutional
BOND0636,2020-04-06,96.49,3.16,31,Institutional
BOND0636,2021-03-24,93.49,3.33,9,Retail
BOND0636,2023-02-14,89.93,3.7,10,Institutional
BOND0636,2023-09-17,92.72,3.62,7,Retail
BOND0636,2024-06-02,89.45,3.62,5,Institutional
BOND0555,2020-07-16,106.55,4.36,20,Institutional
BOND0555,2021-08-28,108.11,4.46,6,Retail
BOND0555,2022-04-24,103.71,4.47,27,Institutional
BOND0555,2022-09-09,103.21,4.53,28,Institutional
BOND0555,2023-09-27,104.42,4.51,47,Institutional
BOND1751,2020-01-09,113.02,2.23,10,Institutional
BOND1751,2020-08-11,110.57,2.37,9,Retail
BOND1751,2021-09-29,110.62,2.37,46,Institutional
BOND1751,2022-08-11,104.98,2.43,43,Institutional
BOND1751,2022-09-19,100.93,2.63,91,Municipal
BOND1751,2024-03-03,102.22,2.63,38,Institutional
BOND1751,2024-09-09,101.22,2.61,40,Institutional
BOND1751,2024-10-07,101.01,2.39,15,Institutional
BOND0153,2021-04-29,101.23,3.21,11,Institutional
BOND0153,2022-10-21,97.19,3.37,48,Institutional
BOND0153,2024-08-06,90.61,3.67,43,Institutional
BOND1737,2020-05-17,102.97,4.59,8,Institutional
BOND1737,2020-09-24,95.7,4.97,24,Municipal
BOND1737,2021-09-08,99.2,4.89,7,Institutional
BOND1737,2022-11-23,94.05,4.97,17,Institutional
BOND1737,2023-08-19,92.7,4.96,4,Retail
BOND1737,2024-06-28,91.84,5.04,22,Institutional
BOND1737,2024-07-02,91.67,5.0,26,Institutional
BOND1737,2024-08-15,92.21,5.14,7,Retail
BOND0542,2020-03-07,104.85,3.57,7,Retail
BOND0542,2021-11-14,105.63,3.34,20,Institutional
BOND0542,2021-11-23,105.65,3.44,75,Municipal
BOND0542,2022-06-14,101.91,3.43,34,Institutional
BOND0542,2023-09-20,99.51,3.54,41,Institutional
BOND0542,2024-05-01,99.01,3.63,5,Retail
BOND0329,2021-03-23,92.9,3.21,10,Retail
BOND0329,2022-01-22,89.92,3.1,33,Institutional
BOND0329,2024-08-05,86.92,3.1,22,Institutional
BOND0329,2024-08-30,87.04,3.3,5,Institutional
BOND0369,2021-09-29,97.09,5.53,22,Institutional
BOND0369,2022-07-31,95.28,5.51,14,Institutional
BOND1515,2022-08-07,98.97,3.49,5,Retail
BOND1515,2022-09-03,95.94,3.67,13,Institutional
BOND1515,2023-04-22,96.73,3.5,29,Institutional
BOND1515,2023-11-06,96.71,3.49,7,Institutional
BOND1515,2023-11-08,97.89,3.65,10,Institutional
BOND1515,2024-07-02,97.53,3.46,8,Retail
BOND0493,2020-11-07,109.83,6.36,48,Institutional
BOND0493,2021-05-24,110.6,6.19,38,Institutional
BOND0493,2021-12-16,110.92,6.15,7,Retail
BOND0493,2023-02-04,104.32,6.57,46,Institutional
BOND1248,2020-02-24,97.24,2.51,24,Institutional
BOND1248,2020-05-17,94.73,2.58,38,Institutional
BOND1248,2020-06-30,104.58,2.25,8,Retail
BOND1248,2021-04-06,104.09,2.35,8,Retail
BOND1248,2022-07-12,94.18,2.42,4,Retail
BOND1248,2024-10-16,95.56,2.64,21,Institutional
BOND1873,2020-09-09,95.16,4.9,50,Institutional
BOND1873,2021-05-21,95.15,4.88,8,Retail
BOND1873,2023-05-07,87.77,5.22,22,Institutional
BOND1873,2023-12-03,85.82,5.33,39,Institutional
BOND0953,2023-03-02,96.44,4.07,39,Institutional
BOND0953,2023-10-13,96.71,3.89,28,Institutional
BOND0953,2024-03-11,95.42,4.0,3,Retail
BOND1401,2021-05-11,92.24,4.73,8,Institutional
BOND1401,2021-10-04,97.15,4.51,29,Institutional
BOND1401,2022-08-27,86.0,4.9,27,Institutional
BOND1247,2022-09-29,103.22,2.75,3,Retail
BOND1247,2022-11-06,104.42,2.54,13,Institutional
BOND1247,2023-10-01,101.64,2.77,7,Institutional
BOND1247,2024-03-24,101.32,2.7,5,Retail
BOND1247,2024-09-16,101.4,2.63,23,Institutional
BOND0468,2021-06-04,95.32,3.78,49,Institutional
BOND0468,2021-08-28,92.09,3.98,33,Institutional
BOND0468,2022-05-16,85.81,4.23,18,Institutional
BOND0468,2023-07-07,87.4,4.17,35,Institutional
BOND0468,2023-07-07,85.83,4.33,26,Institutional
BOND0468,2023-07-10,85.0,4.43,8,Institutional
BOND1961,2020-01-27,100.29,2.49,12,Institutional
BOND1961,2020-12-24,101.22,2.52,6,Institutional
BOND1961,2022-11-20,94.55,2.57,30,Institutional
BOND1961,2023-01-13,92.77,2.77,50,Institutional
BOND1961,2024-04-18,91.85,2.74,2,Retail
BOND1961,2024-06-09,93.45,2.59,12,Institutional
BOND1961,2024-09-28,92.69,2.72,2,Retail
BOND1413,2021-09-26,108.74,5.6,40,Institutional
BOND1413,2022-07-03,97.7,5.9,38,Institutional
BOND1413,2022-09-06,102.52,5.84,38,Institutional
BOND1413,2023-10-08,100.27,5.92,26,Institutional
BOND1201,2021-12-17,96.65,3.49,1,Retail
BOND1201,2023-04-14,87.17,3.78,2,Retail
BOND1201,2023-06-29,89.1,3.78,7,Retail
BOND1201,2024-10-11,89.6,3.82,37,Institutional
BOND1465,2021-09-15,99.87,3.15,23,Institutional
BOND1465,2021-10-03,100.06,3.07,7,Retail
BOND1465,2021-10-19,98.34,2.95,23,Institutional
BOND1465,2023-01-14,92.53,3.21,48,Municipal
BOND1465,2023-02-28,92.57,3.21,40,Institutional
BOND1465,2023-07-15,90.17,3.24,18,Institutional
BOND0522,2021-03-07,101.76,6.43,36,Institutional
BOND0522,2022-01-31,94.54,6.78,18,Institutional
BOND0522,2023-08-14,96.53,6.74,17,Institutional
BOND0522,2024-03-02,94.35,6.97,28,Institutional
BOND1729,2021-04-06,106.65,3.65,33,Institutional
BOND1729,2023-08-12,97.0,4.21,1,Retail
BOND1729,2024-08-20,94.81,4.15,10,Retail
BOND0441,2022-07-04,92.5,6.01,12,Institutional
BOND0441,2022-08-19,91.63,6.0,34,Institutional
BOND1733,2021-12-14,103.09,5.83,47,Institutional
BOND1733,2024-12-28,98.37,5.93,29,Institutional
BOND0143,2020-01-09,103.47,3.35,35,Municipal
BOND0143,2020-05-22,104.26,3.21,30,Institutional
BOND0143,2021-12-03,106.68,3.1,8,Institutional
BOND0143,2023-12-17,98.98,3.42,2,Retail
BOND0143,2024-02-06,99.24,3.39,10,Retail
BOND0143,2024-08-17,96.99,3.43,7,Retail
BOND0162,2020-03-13,107.41,2.6,7,Retail
BOND0162,2023-04-30,93.87,2.81,35,Institutional
BOND0162,2024-01-14,94.5,2.72,9,Institutional
BOND1069,2021-03-17,111.11,3.96,75,Municipal
BOND1069,2021-09-23,111.2,3.9,34,Institutional
BOND1069,2021-12-16,112.24,3.88,44,Institutional
BOND1069,2022-09-23,108.96,3.88,22,Institutional
BOND1069,2023-06-29,105.64,4.1,46,Institutional
BOND1069,2024-01-29,104.19,4.2,8,Retail
BOND1069,2024-07-18,104.37,4.37,18,Institutional
BOND1069,2024-09-21,106.49,4.09,2,Retail
BOND0079,2020-07-11,109.31,4.16,5,Retail
BOND0079,2020-07-15,110.11,4.17,19,Institutional
BOND0079,2020-11-30,106.29,4.37,34,Institutional
BOND0079,2022-04-08,100.15,4.47,23,Institutional
BOND0079,2022-06-26,103.12,4.29,88,Municipal
BOND0079,2023-08-15,103.0,4.41,28,Municipal
BOND1523,2022-02-21,110.3,2.77,59,Municipal
